Item_ID,Item,Construct,Bloom_Level,Bloom_Action_Verbs,DoK_Level,Lexical_Diversity,Avg_Sentence_Length,Readability,DBSCAN_Cluster,NMF_Topic,Spectral_Cluster,Cluster,Topic
HiBloom_415,"National Medical Stores (NMS) is a government parastatal mandated to procure, store and distribute essential medicines and medical supplies to all public health facilities in the country. It uses trucks and lorries to do the distribution. However there is concern about delay of the trucks to return to the parking lot in Wandegeya. On a particular day a lorry and a truck are sent to deliver drugs to Hoima Regional referral hospital and Kiryandongo hospital respectively. They were expected to return to the parking lot in Wandegeya which is exactly half way between Hoima and Kiryandongo. Both vehicles drive at a steady speed of 80km/hr and set off at 3:00am from the NMS offices in Entebbe. 


From the point of setting off the lorry turns in the direction of 060o and drives with a steady speed reaching Hoima at 6:00am. The lorry sets off from NMS offices and moves to Kiryandongo which is
330km the offices in the direction of 200o each spends averagely two and half hours off loading the
drugs. Task.
(a) Help the manager record the time each vehicle is expected to return to the parking lot in
Wandegeya.
(b) What is shortest distance between Entebbe and Wandegeya.
(c) In your view how can the health system be improved in your area.",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5321100917431193,18.16666666666667,57.93217758985202,2,1,2,1,0
HiBloom_416,"Your is starting a poultry farm after getting funds from the parish development model PDM. Your neighbor borrowed UGX48.52 millions from PDM to be returned after one and half years at a rate of
0.5% per month simple interest a so he has ordered for chicken drinkers from Biyinzika Poultry Farmers with the shape ABCD in which ABCD is a rectangle and ADE is a semi-circle of diameter AD.
BC = 20cm, AB = 10cm and CH = 50cm. (ILLUSTRATION)
 Biyinzika Poultry farmers sells the each drinker at UGX 21,500, but offers a discount of 10 percentage on the total cost for every fifty drinkers and an additional 5% on the total cost on any excess of 50 drinkers bought. Because your neighbor is buying five hundred birds, he intends to buy
80 drinkers but does not know the capacity of each drinker which will help him buy water tank to harvest the water for the business.
Task:
(a) Help your neighbor estimate how much money he will return to the PDM after the one and half years.
(b) How much will he spend on buying the drinkers.
(c) Estimate the capacity of each drinker and advise your neighbor, with reasons on the capacity of the tank to buy. ",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5476190476190477,21.0,65.1861941747573,0,1,1,0,0
HiBloom_417,"Henry is a farmer in Mityana district who practices both farming and rearing of animals on a large scale. Due to demand of products that come out of animals, henry puts much emphasis on rearing of birds and cows on his farm. All together there at least 200 heads of birds and cows and There are at most 240 legs of birds and cows on the farm, the number of birds on the farm are two times than cows on the farms. Henry wishes to maximizes profits by selling each bird at shs. 50,000 and each cow at shs.1.5million but doesn’t know the number of birds and cows to sell to fulfill his wish.

Task:

(a) write mathematical statements that show the relation between the cows and birds. (b) Show the feasible region of the relation on the Cartesian plane.
(c) Help your friends to determine the maximum amount of money they will possibly make from the sale of cows and goats.",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5783132530120482,16.6,75.76500000000001,1,1,0,0,2
HiBloom_418,". A school headteacher is thinking of how he can boost the mathematics department of your school.
He can either add another teacher or buy more books or both. He has decided that he will do both if the average performance for this year’s performance for the 40 students is lower than that of the
previous which was 47. He asked the department to give a test and the these were the student’s
marks.


 

He also visited the library and found out that the previous candidates used three books for there revision. Longhorn, Baroque or Maths Clinic. From the librarian’s records its clear that all the candidates that
did not use any book failed the subject greatly. Out of the 35 candidates this year 13 used Longhorn,
20 used Baroque and 17 used Maths Clinic. 9 used Longhorn and Maths Clinic, 3 used Longhorn and
Baroque while 8 used Baroque and Maths Clinic only. The records show that 2  used all the three
books. He observed that he should replace one book type of the three with Fountain publisher since no
student read it only alone.

TASKS:
(a) (i) Help the head teacher group the marks to make an informed decision  one the fate of the department and defend it.
(ii)    Display the students marks in groups on a simple statistics diagram.
(b)    (i) Help the head teacher identify the book he should replace and explain why? (ii)       Find the probability that a student selected from the class failed. ",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5219123505976095,16.73333333333333,72.02302150537636,2,2,2,1,0
HiBloom_419,". An organization wants to build a school in a certain community. Below were the reasons they identified as to why children were not schooling.
� = school is boring.     � = no school fees.                 � = we want to work.
They carried out research on a sample of �� children in that community to find out which reason
has the highest probability amongst the above and hence base on that to either build the school or
not. Children gave one reason, others gave two and the others gave three as shown below.
 

TASKS:
(a) Present the data in such a way that the total responses for each reasons  A, B  and C
respectively are clearly shown
(b) (i)   Which reason has the highest probability? (ii)  What is the probability?
(iii)  Basing on the value of probability should they build the school or not?
Give a reason for your answer.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5492957746478874,12.90909090909091,70.40692061459669,0,2,1,0,0
HiBloom_420,"A carpenter is re-known for crafting traditional wooden doors with elaborate geometric patterns.
The carpenter wishes to make a door with a circular design at its center. The carpenter needs to ensure the design fits perfectly within the rectangular frame of the door. The door frame available
is rectangular with dimensions 2.5 meters in height and 1.5 meters in width. The circular design
should be touching the two parallel sides of the door frame. Vanish is packed in tins of a litre and
the cost of one litre of vanish is UGX 9,000. It is known that one litre of vanish can be used to paint one square meter.
TASKS:
(a) (i)Help the carpenter determine how much of the door will be covered by the circular design so that it fits perfectly within the door frame. 
(ii)  Will one tin of vanish be enough for the circular design? Give a reason for your response.
(b) With a reason(s), help the carpenter determine how much will be spent to buy vanish that will paint the entire front face of the door.",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4731182795698925,14.30769230769231,71.99115384615385,1,1,0,0,1
HiBloom_421,"You are an athlete and soon competing with someone. You wanted to test your chances of winning the race by testing your speed and time in relation to that of your competitor you started to run at
4:50pm. From your home where you started from, you ran a distance of 5km northwest to place P, then from P, you turned south and ran 4km until you were at place Q that is west of your home and then ran back and arrived at 5:12pm. Your competitor ran the same distance during training at a speed of 10m/s.

Tasks:
(a) What is the total distance that you ran?
(b) What is the total time you took to run that distance?
(c) How fast were you?
(d) (i) Do you think you will win the race or not? (ii)	Why do you think that way?",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5342465753424658,16.22222222222222,88.95113442113444,2,1,2,1,1
HiBloom_422,"St Paul’s Kitovu Secondary school is to transport its S.4 students for fieldwork in Kasenyi. All the
400 students are to be transported using either coasters or buses. Each coaster can carry 40 people while each bus can carry 80 people.  The transport department of the school has only 8 drivers on duty and up to four coasters.  If the cost of hiring a coaster is shs. 150,000 and that of hiring a bus is shs. 300,000.
While in Kasenyi their geography teacher Mr Kefa visited Mr Sembatya’s shop from which he found that three shirts and two trousers cost shs. 105,000 at Mr. Sembatya’s shop. Two shirts and five trousers cost shs. 180,000 at the same shop;
Task:
a)  (i)        Write down the five inequalities representing the above information.
(ii)Represent the inequalities on a graph paper.
(iii)         Find the possible number of coasters and buses that can be used and hence determine the minimum cost.
b) Find the cost of;
(i) each shirt and each trouser.
(ii)three items of each type at the shop",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5513513513513514,10.88235294117647,74.61961904761907,0,0,1,0,0
HiBloom_423,"Kampala (K) and Arua (A) are about 450km apart. At 7:30a.m, a bus starts  from Arua and moves towards Kampala (K) at a steady speed of 100km/hr while a lorry starts from Kampala (K) an hour later moving at an average speed of 60km/hr to Arua (A).  At 10.00a.m, the bus is stopped at townC by police and ordered to reduce speed.  After 30 minutes at C, it resumes its journey at a reduced average speed of 50km/hr until it reaches Kampala (K).

TASKS:

(a) State the difference in time when the two vehicles arrive at their destinations.

(b) Determine when and at what distance from Arua the two vehicles meet.

(c) Find the average speed of the bus.",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5634920634920635,12.6,72.98840336134455,1,1,0,0,0
HiBloom_424,"Your parents are organizing to celebrate your 18th birthday and want it to be a memorable one. They went to Akamwesi mall which has a CINEMAX and it has two tickets.
Tickets to a play cost 9 ������� for adults and 5 ������� for children. If the show sold 180 tickets
and earned 1380 dollars,
George your brother has been planning for this birthday for three weeks. He buys the following items in three weeks. Week  one he buys  2 packets  of tea , 2 tins  of margarine , 3 kg  of sugar and  4 packets  of biscuits. Week two he buys 2 tons of margarine, 3 kg  of sugar  and  4 packets of biscuits . Week three he buys  2 packet  of tea , 2 kg  of sugar   and 3 packets  of biscuits. A packet of tea costs shs 1,000 , a tin of margarine costs shs 2,500, a kilogramme of sugar costs shs 3,500  and a packet  of biscuits  costs  shs  2000. Your parents then demarcated the land they are to use for the party and plan to demarcate it. represented the plot of land he inherited using the following inequalities.
40x + 60y ≥ 480
30,000x + 45,000y <600,000
x≤12
y≥ 2x
He wants to fence it using poles(x) and barbed wire (y) and the cost function is given by  C= 45000x
+ 30,000y
TASK;
(a) how many of each type of tickets were sold? (b) Find his total expenditure in the three weeks. (c) find the maximum cost.",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.48,17.85714285714286,77.03054979253115,2,1,2,1,1
HiBloom_425,"The length of a rectangular plot of land exceeds the width by 7�� and its area is 60 �� ��. Three business partners Wambusa, Aisha and Wekesa contributed Shs 300,000 , 500,000 and 700,000
respectively to start a business. They decided that    of the profit was to be ploughed back to the business,   of the remainder would be kept for emergencies and the rest to be shared in the ratio of their capital contributions. In that year the profit realized was one and a quarter times that of capital.
TASK: 
(a)     Find the dimensions of the rectangle
(b)     Determine the amount received by each partner that year.",Patterns and Algebra,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.616822429906542,21.4,63.70376923076925,0,0,1,0,2
HiBloom_426,"A bucket is in shape of a frustrum with an open end of diameter 30cm and a bottom diameter of
20cm. The bucket which is 42cm deep is used to fill an empty cylindrical tank of diameter 1.8m and Height 1.2m.
 
Three hundred and sixty litres of a homogeneous paint is made by mixing three paints A, B and
C. The ratio by amount of paint A to point B is 3:2 and that of B to C is 1:2. Paint A costs shs
1800 per litre, paint B costs shs 2400 per litre and paint C shs 1,275 per litre. Taking 𝜋  =3.142
TASK:
(a)   (i) Determine the capacity of the bucket in litres correct to 3dp.
(ii)     The capacity of the tank in litres correct to 2 dp.
(iii)    The number of bucket that must be drawn to fill the tank.
(b)   (i) The amount of each paint in the mixture.
(ii)     The amount of money need to make 1 litre of the mixture.
(iii)    The percentage profit made by selling the mixture at shs 2,210 per litre.
",Geometry and Measures,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4331550802139038,13.35714285714286,83.74115384615384,1,1,0,0,2
HiBloom_427,"Mr Kyeswa is buying a container to start a hardware in Kisoba Village to sell bags of cement. Each
bag occupies an area of 0.8cubic meters. (ILLUSTRATION)
(a) Find the distances;
(i)𝑂
(b)Determine the angle formed between;
(i) lineand the base,
(ii)plane the base. 
c) Calculate the number of bags that can be accommodated",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.7931034482758621,11.6,58.3991666666667,-1,1,2,2,2
HiBloom_428,"Mr Pamungu bought a car in January 2017 from his friend at shs. 12,500,000 and the value of the car depreciates at a rate of 10% per annum.
Recently Mr Pamungu toured Germany but got an emergency back home and left Germany for Uganda through Switzerland. While in Switzerland he bought a watch worth 54 Deutsche Marks (Germany currency) for his wife.

Mr Pamungu is a secondary school teacher as a requirement by the government pays PAYE every month according to the tax structure below.

Income (shs) per month	Tax rate(%)
01-50,000	5%
50,001 - 100,000	9.5%
100,001 - 180,000	15%
180,001 - 300,000	18%
300,001 - 400,000	23%
400,001 - 500,000	30%
Above 500,000	35%

Mr Pamungu earns Shs.760,000 and his allowances include

Marriage allowance	-	shs.50,000 per month
Water and electricity	-	shs.60,000 per month
Housing allowance	-	shs 150,000 per month
Medical allowance	-	shs.300,000 per annum
Transport allowance	-	shs.3,000 per day
Paying for insurance and relief	-	shs.180,000 per annum
Family allowance for only three children for children in the age bracket;
•   0 to 10 years shs 12,000 per child,
•	Between  10-15  years  shs.  9000  per child.
•   15 years and above shs5000.
Given that the employee has five children, two of whom are aged between 0 and 10, the other two aged between 10 and 15 while the other 18 years. (A month has 30 days)
TASKS; 
(a) Calculate the value of Pamungu’s car by January 2020.
b) Given that 1 Swiss Franc = 1.28 Deutsche Marks,1 Swiss Franc = 1,350
Ugandan Shillings; find the value of the watch in; (i)Swiss Francs
(ii)Ugandan Shillings.

(b) Determine the Mr Pamungu’s ’s net-income
(c) Determine the percentage of his gross income that goes to tax",Data and Probability,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.4585987261146497,15.7,69.82420454545455,0,0,1,0,2
HiBloom_429,"Mr. Ediangu is a government official working with Uganda Police. His gross monthly salary is shs
900,000, which includes the following allowances; water and electricity shs 20,000; relief and insurance shs 30,000; housing allowance shs. 50,000; medical allowance shs 25,000; transport allowance shs 28,000; marriage allowance shs 20,000 and family allowance shs 47,000.


The taxation body in Uganda has its income tax structure is shown in the following table:

TAXABLE INCOME PER MONTH IN SHILLINGS	TAX RATE (%)
0 - 50,000	10.0
50,0000 - 110,000	20.0
110,000 - 200,000	24.5
200,000 - 350,000	35.0
350,000 - 600,000	40.0
Above 600,000	49.0

TASK:
As a student who has studied Business Mathematics, help Mr Ediangu to determine his net pay in dollars if the exchange rate is 1dollar = Ugx. 3,840.",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5850340136054422,12.25,58.53724590163935,1,0,0,0,2
HiBloom_430,"Arch-Bishop SS is to transport its S. 4 students for fieldwork in Kasenyi.  All the 400 students are to be transported using either coasters or buses.  Each coaster can carry 40 people while each bus can carry 80 people.  The transport department of the school has only 8 drivers on duty and up to four coasters.  If the cost of hiring a coaster is shs. 150,000 and that of hiring a bus is shs. 300,000.
While in Kasenyi their geography teacher Mr Kefa visited Mr Sembatya’s shop from which he found that three shirts and two trousers cost shs. 105,000 at Mr. Sembatya’s shop.  Two shirts and five trousers cost shs. 180,000 at the same shop;
Task:
a) (i)    Write down the five inequalities representing the above information.
(ii)Represent the inequalities on a graph paper. 
(iii)         Find the possible number of coasters and buses that can be used and hence determine the minimum cost.
b) Find the cost of;
I.      each shirt and each trouser.
II.      three items of each type at the shop",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.554945054945055,9.578947368421053,76.18997844827588,2,0,2,1,0
HiBloom_431,"Kampala (K) and Arua (A) are about 450km apart.  At 7:30 a.m, a bus starts   from Arua and moves towards Kampala (K) at a steady speed of 100km/hr while a lorry starts from Kampala (K) an hour later moving at an average speed of 60km/hr to Arua (A).  At 10.00 a.m, the bus is stopped at town
C by police and ordered to reduce speed.  After 30 minutes at C, it resumes its journey at a reduced average speed of 50km/hr until it reaches Kampala (K).
TASKS:
a)  State the difference in time when the two vehicles arrive at their destinations. b)  Determine when and at what distance from Arua the two vehicles meet.
c)  Find the average speed of the bus",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5426356589147286,12.9,75.55133196721313,0,1,1,0,0
HiBloom_432,"Two carpenters, Tom and Alex, receive an order to build two wooden crates of different sizes. The specifications  require  that  one  crate must  have  2  more  wooden  boards  than the other,  and furthermore, the sum of the squares of the number of wooden boards in each crate is 52.
The two carpenters are also working on a rectangular soft board for home designs: the original rectangular soft board had a perimeter of 36 meters but they had to make some adjustments to the board to meet their customer’s specifications.  They took two meters off its length and added three meters to its breadth. By so doing, the area increases by 20 square meters.
Tom, one of the carpenters is 1.5m tall and stood on top of a building 34m tall to have a view of his town after a long day’s work. In a straight line from where he is standing he saw a beggar seated on the entrance of a barbershop and also saw also a road safety sign which had fallen on the ground at angles of depressions of 50o and 65o respectively.
TASKS:
a)  What is the number of wooden boards required for each crate?
b)		What were the original dimensions of rectangular softboard before some adjustments were made?
c)  How far is the beggar seated from were the road safety sign fallen?",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5414847161572053,20.81818181818182,65.44508045052295,1,1,0,0,1
HiBloom_433,"Your parents are organizing to celebrate your 18th birthday and want ot to be a memorable one.
They went to Akamwesi mall which has a CINEMAX and it has two tickets.
Tickets to a play cost 9 dollars for adults and 5 dollars for children. If the show sold 180 tickets and earned 1380 dollars, 


George your brother has been planning for this birthday for three weeks. He buys the following items in three weeks.
Week one:
He buys  2 packets  of tea , 2 tins  of margarine , 3 kg of sugar  and  4 packets  of biscuits.
Week two:
He buys 2 tons of margarine, 3 kg of sugar  and  4 packets  of biscuits . Week three he buys 2 packet of tea , 2 kg of sugar   and 3 packets  of biscuits.

A packet  of tea costs  shs 1,000 , a tin  of margarine costs  shs 2,500, a kilogramme of sugar costs  shs 3,500  and a packet  of biscuits  costs  shs  2000.

Your parents then demarcated the land they are to use for the party and plan to demarcate it. represented the plot of land he inherited using the following inequalities.
40 + 60 ≥ 480
30,000� + 45,000 < 600,000
 ≤ 12
 ≥ 2
He wants to fence it using poles(x) and barbed wire (y) and the cost function is given by  =
45000 + 30,000y
TASK;
I.      how many of each type of tickets were sold? II.      Find his total expenditure in the three weeks. III.      find the maximum cost",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4819277108433735,14.64705882352941,77.49330843706778,2,0,2,1,1
HiBloom_434,"Henry is a farmer in Mityana district who practices both farming and rearing of animals on a large scale. Due to demand of products that come out of animals, henry puts much emphasis on rearing of birds and cows on his farm. All together there at least 200 heads of birds and cows and There are at most 240 legs of birds and cows on the farm, the number of birds on the farm are two times than cows on the farms. Henry wishes to maximizes profits by selling each bird at shs. 50,000 and each cow at shs.1.5million but doesn’t know the number of birds and cows to sell to fulfil his wish.
TASK:

(a) write mathematical statements that show the relation between the cows and birds.
(b) Show the feasible region of the relation on the Cartesian plane.
(c) Help your friends to determine the maximum amount of money they will possibly make from the sale of cows and goats. ",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5783132530120482,16.6,75.76500000000001,0,1,1,0,2
HiBloom_435,"Due to Poor performance in Mathematics that was observed among learners. The school administration through academic board came up with strategies to improve on the learner's performance. Some of the strategies are that a prize is given to learners scoring above 70% and a remedial exam be given to learners scoring at most 50%. A Mathematics examination was given to S.3 learners and marks were obtained as below;
 
TASKS:
Using a classes with equal class width of 10 marks and starting with a class having the lowest class mark of 1;
a)  Help the administration to find;
i)         The number of learners to be awarded prizes.
ii)        The number of learners to be give remedial examination. b)  What is the average performance of the class?",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5669291338582677,18.14285714285714,54.70360000000002,1,1,0,0,0
HiBloom_436,"John moves to his village. From home, he travels 25km on bearing of 250° to trading centre, from there, he changes course and heads N30°W and moves 55km up to the village. In the village, He wishes to construct a country home, to fund this project, he is to take a loan from the bank worth 25 million at an interest rate of 5% compounded yearly for a period of 10 years.
He earns agross income of UGX 943,500, and entitled to the following allowances as well.
Housing and transport, 10% of his gross income
Insurance premium of UGX 36500
Marriage and child allowance of UGX 126,500
Medical care of UGX 92,400.
He is also subjected to the following tax rates


Taxable income (UGX)	Tax rates (%)
1 - 90,000	6
90,001 - 200,000	14
200,001 - 320,000	20
320,001 - 440,000	30
440,001 - 520,000	42
520,001 and above	47

TASK
(a) (i) If he used the direct route from his home to the village, and for each kilometer he travels, his car consumes 0.5 liters of petrol, how many liters would his car consume? 


(ii) How much would he save in this case?
(b)(i) How much money will he pay back in the bank every month.
(ii) If the bank is to give him the loan on condition that the money he is to pay back every month is not more than 50% of his net income, will he get the loan or not? Justify.
",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5330739299610895,23.36363636363636,72.84984854771785,2,0,2,1,2
HiBloom_437,"The government of Uganda through Mulago hospital carried out free medical checkup for its state ministers in order to enable them attend the Allied Membership meeting (NAM) which took place in Uganda at the start of the year 2024. However, each Minister was weighed and the masses of those who attended the medical health function were recorded as follows.
 
TASK
a) Form a frequency distribution table using classes of size 5 and starting with class of 40-44
b) Giving a reason, based on the statistics calculation. What do you think was the average weight and most appearing weight.
c) Assuming you’re the medical doctor who carried out the test, represent the information on a statistical graph to obtain the modal weight.
",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.7317073170731707,24.6,46.63233057851244,0,1,1,2,0
HiBloom_438,"Your uncle owns a small bakery and plans to bake two types of loaves of bread: whole wheat bread and white bread. Due to the bakery's oven capacity, your uncle can bake atmost 15 loaves of bread in a day. He wants to bake atleast 3 loaves of whole wheat bread.
Additionally, he wants to bake more whole wheat bread than white bread because it is more popular among his customers. The selling prices are as follows:
Whole wheat bread is sold at Shs 6500 per loaf.
White bread is sold at Shs 5000 per loaf.
To cover his costs and make a profit, your uncle needs to earn more than Shs 30,000 from the sales each day.
TASK:
(a) Write mathematical statements that show the relation between the whole wheat bread and white bread.
(b) Show the feasible region of the relation on the Cartesian plane.
(c) How many loaves of each type should your uncle bake in order to make the maximum profit? (d) What is the minimum number of loaves he can bake and still make a profit? ",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4972677595628415,16.63636363636364,81.6960673028629,1,1,0,0,1
HiBloom_439,"A manufacturer operates a production facility with 30 worker units (both male and female, considered equally efficient) and 17 units of capital. Two products, A and B, are produced using these resources. The production requirements and prices are:


- Product A: 2 worker units, 3 capital units, priced at UGX 100,000 per product.
- Product B: 3 worker units, 1 capital unit, priced at UGX 120,000 per product.


TASK:
(a) Formulate mathematical constraints representing the relationships between the units of goods
A and B produced.
(b) Graph the feasible region of the constraints on a Cartesian plane.
(c) Determine the optimal production levels to maximize total revenue.
(d) Do you agree with this view of the manufacturer that men and women workers are equally efficient and so should be paid at the same rate?",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5970149253731343,16.75,46.52386363636364,2,1,2,1,1
